"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-04",,"52","72","35"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-05",,"56","71","36"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-06",,"51","68","36"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-07",,"53","70","36"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-08",,"53","69","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-09",,"51","70","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-10",,"50","69","39"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-11",,"52","69","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-12",,"51","67","37"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-13",,"51","69","39"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-14",,"51","71","36"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-15",,"54","70","37"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-16",,"53","70","39"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-17",,"53","72","39"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-18",,"53","72","37"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-19",,"53","73","39"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-20",,"53","68","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-21",,"54","69","47"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-22",,"51","73","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-23",,"54","74","36"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-24",,"55","72","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-25",,"53","72","42"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-26",,"49","72","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-27",,"52","70","37"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-28",,"53","71","37"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-29",,"49","65","38"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-30",,"51","66","36"
"NP000444540","KATHMANDU AIRPORT, NP","2000-12-31","0.00","58","69","48"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-01","0.28","55","70",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-02",,"55","72","44"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-03",,"53",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-04",,"49","68","36"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-05",,"53","67","33"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-06",,"51","66",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-07",,"50",,"35"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-08",,"47",,"32"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-09",,"50","67",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-10",,"49","65",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-11",,"46","65","32"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-12",,"47",,"31"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-13",,"49","68","30"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-14",,"48","69","30"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-15",,"48","70","33"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-16",,"50","71","34"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-17",,"54","70","32"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-18",,"49",,"32"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-19",,"51","71",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-20",,"48","70","34"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-21",,"52","71",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-22",,"51","74",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-23","0.03","52","70","41"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-24","0.03","50","68","36"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-25","0.00","48","65","36"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-26",,"51","67",
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-27",,"54","69","42"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-28",,"53",,"42"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-29",,"53","71","41"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-30",,"55","76","38"
"NP000444540","KATHMANDU AIRPORT, NP","2001-01-31",,"61",,"41"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-01",,"66",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-02",,"58","80",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-03",,"56","79","33"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-04",,"55",,"35"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-05",,"54","76","33"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-06",,"53","76","31"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-07",,"55","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-08",,"53","75","35"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-09",,"52",,"36"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-10",,"56",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-11",,"55",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-12",,"60",,"40"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-13",,"58","74","38"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-14",,"56","77","40"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-15",,"57","67","44"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-16","0.03","60","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-17","0.00","59","80","43"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-18",,"63","81","43"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-19",,"59","80","41"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-20",,"59",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-21",,"54","70","40"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-22","0.03","55",,"41"
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-23","0.00","58","73",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-24",,"60","73",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-25","0.08","56",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-26","0.55","58","77",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-27","0.00","57","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-02-28",,"66",,"45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-01",,"60","80","45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-02",,"59","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-03",,"55","82","39"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-04",,"55",,"39"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-05",,"56","75",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-06",,"61","76","39"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-07",,"61","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-08",,"57",,"45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-09",,"60","76","45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-10","0.03","60","79","44"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-11","0.00","59",,"42"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-12",,"60","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-13",,"61","78","44"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-14","0.02","59","79","43"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-15","0.04","64","81","47"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-16","0.00","61","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-17",,"60","82","43"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-18",,"60","83","44"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-19",,"67",,"45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-20",,"64","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-21",,"66",,"48"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-22","0.03","56",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-23","0.24","60","81","44"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-24","0.03","58","82","45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-25","0.00","65",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-26",,"63","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-27",,"63","82","50"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-28",,"66","83","51"
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-29",,"64","80",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-30",,"63","89",
"NP000444540","KATHMANDU AIRPORT, NP","2001-03-31","0.04","65","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-01","0.00","62","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-02","0.16","64","81","45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-03","0.00","65","84","45"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-04",,"66","86","47"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-05",,"69",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-06",,"71","88",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-07",,"66","90",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-08",,"69","89",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-09",,"71","89","51"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-10",,"72","91","52"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-11",,"72","91",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-12",,"71","90","53"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-13",,"65","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-14","0.20","64",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-15","0.00","63","74",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-16",,"66","83","50"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-17","0.03","68","85","51"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-18","0.02","62","66",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-19","0.02","69","83","51"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-20","0.00","68","85","52"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-21",,"68","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-22",,"70","86","52"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-23",,"73","88",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-24",,"74","90","54"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-25",,"70",,"51"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-26",,"71",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-27","0.03","73","88","54"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-28","0.03","74","90","57"
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-29","0.00","73","91",
"NP000444540","KATHMANDU AIRPORT, NP","2001-04-30","0.03","72","89",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-03","0.03","67","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-04","0.55","69","79","57"
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-05","0.03","74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-06","0.00","75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-07",,"73","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-08",,"69","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-09",,"69","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-10",,"72","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-11",,"72","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-12",,"71","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-13",,"73","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-14",,"70","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-15",,"73","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-16",,"73","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-17",,"69",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-18",,"72","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-19",,"70","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-20",,"71","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-21",,"72","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-22",,"71","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-23",,"72","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-24",,"75","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-25",,"69","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-26",,"67","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-27",,"72","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-28",,"73","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-29",,"71","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-30",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-05-31",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-01",,"71","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-02",,"77","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-03",,"75","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-04",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-05",,"72","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-06",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-07",,"80",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-09",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-12",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-13",,"74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-14",,"75","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-15",,"74","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-16",,"75","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-17",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-18",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-19",,"73","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-20",,"74","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-21",,"78",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-22",,"73","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-23",,"75","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-24",,"74","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-25",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-26",,"74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-27",,"75","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-28",,"75","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-29",,"74","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-06-30",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-01",,"78","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-02",,"75","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-03",,"79","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-04",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-05",,"81",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-06",,"77",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-07",,"78",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-08",,"77",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-09",,"80",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-10",,"78","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-11",,"77",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-12",,"78",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-13",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-14",,"73","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-15",,"71","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-16",,"71",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-17",,"75","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-18",,"73","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-19",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-20",,"76","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-21",,"73","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-22",,"76","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-23",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-24",,"75","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-25",,"74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-26",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-27",,"75","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-28",,"72",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-29",,"73","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-30",,"74","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-07-31",,"71","75",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-01",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-02",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-03",,"76","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-04",,"78","89",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-05",,"77",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-06",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-07",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-08",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-09",,"78","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-10",,"76","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-11",,"74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-12",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-13",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-14",,"78",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-15",,"80",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-16",,"78",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-17",,"76","89",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-18",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-19",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-20",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-21",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-22",,"71","75",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-23",,"72",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-24",,"71",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-25",,"75","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-26",,"78","88",
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-27",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-28",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-29",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-30",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-08-31",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-01",,"73","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-02",,"70",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-03",,"75","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-04",,"75","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-05",,"70",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-06",,"72",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-07",,"73","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-08",,"71","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-09",,"75","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-10",,"72","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-11",,"72","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-12",,"70","77",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-13",,"70",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-14",,"71",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-15",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-16",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-17",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-18",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-19",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-20",,"74",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-21",,"75","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-22",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-23",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-24",,"72",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-25",,"75",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-26",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-27",,"76","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-28",,"74","87",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-29",,"74","88",
"NP000444540","KATHMANDU AIRPORT, NP","2001-09-30",,"76",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-01",,"70",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-02",,"68",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-03",,"73","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-04",,"68",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-05",,"73","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-06",,"73",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-07",,"73","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-08",,"73","85",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-09",,"74","86",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-10",,"72","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-11",,"71","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-12",,"65","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-13",,"72",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-14",,"63",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-15",,"70",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-16",,"69",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-17",,"69","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-18",,"69","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-19",,"64","80",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-20",,"68","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-21",,"67",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-22",,"68",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-23",,"69","82",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-24",,"70","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-25",,"69","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-26",,"64","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-27",,"65","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-28",,"67","83",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-29",,"67","84",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-30",,"70","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-10-31",,"64","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-01",,"67","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-02",,"66","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-03",,"66","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-04",,"66","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-05",,"66","80",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-06",,"64","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-07",,"62","72",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-08",,"60","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-09",,"59","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-10",,"61","77",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-11",,"62",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-12",,"60","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-13",,"63","79",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-14",,"65",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-15",,"62","81",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-16",,"65",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-17",,"59","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-18",,"61","76",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-19",,"64",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-20",,"63",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-21",,"62","77",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-22",,"55","74",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-23",,"58","75",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-24",,"62","74",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-25",,"62",,
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-26",,"61","78",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-27",,"62","75",
"NP000444540","KATHMANDU AIRPORT, NP","2001-11-28",,"59",,
